"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",0.739479535481461,0.832281848634958,0.888496531186275,0.374273720927912
"age",-0.0316454421433254,0.0145134845926849,-2.18041655959558,0.0292265977468943
