"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",0.0689482248717134,0.369478199995364,0.186609723855368,0.851966642144621
"age",-0.0316364897008897,0.00571157503494319,-5.53901323318681,3.04180661746479e-08
