"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-2.29180448302911,0.0577810960358765,-39.6635688877573,0
"wealth",-5.56920047618099e-07,1.92343931643368e-07,-2.89543861799968,0.00378629071186054
