"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-1.0551507635261,0.795776360793158,-1.32593881335507,0.184859965317777
"wealth",5.83882258489189e-07,6.20116895820156e-07,0.94156805341831,0.346413832108391
"age",-0.0317374208732802,0.0127848130267885,-2.48243136655809,0.0130489202714051
