"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",0.429873528970957,0.536275248303242,0.801591217068219,0.422789459812677
"wealth",-1.57586931447256e-06,3.1412547636704e-07,-5.01668738460179,5.25700020477183e-07
"age",-0.027001056801707,0.00808237250592279,-3.34073402109598,0.000835572288889562
