"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-3.18327907759646,0.143416222731216,-22.196087841209,3.74675612858668e-109
"age",0.0322646811199561,0.00209792329302322,15.379342622895,2.25222695457325e-53
