"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-0.0511789189051512,0.529843444155297,-0.096592530245879,0.923049988756359
"age",-0.0267657563011126,0.00810186005051602,-3.30365572031917,0.000954329516461558
