"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-0.796495391442655,0.411465708979541,-1.93575156826072,0.0528981352368865
"age",-0.0217402564587063,0.00633010811421138,-3.43442103459472,0.000593821058626701
