"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-1.05609311206384,0.119755823408436,-8.81872030942454,1.15775228089376e-18
"wealth",-1.6329428812303e-07,2.60854269208577e-07,-0.625998143018548,0.531316159343783
"data_both_countries[, wealth_gradient_cov1]",0.0209834855424048,0.1756951880717,0.119431190874969,0.904933751390225
