"","mean_ELSA_age","mean_HRS_age","sd_ELSA_age","sd_HRS_age","mean_ELSA_BMI","mean_HRS_BMI","sd_ELSA_BMI","sd_HRS_BMI","mean_ELSA_wealth","mean_HRS_wealth","sd_ELSA_wealth","sd_HRS_wealth","low_SES_ELSA_n","low_SES_HRS_n","female_ELSA_n","female_HRS_n"
"1",66.3837209302326,67.1344097752564,9.30678114213542,10.9617724265384,28.2404866952885,35.2574873539253,5.56605392481639,21.7107245421492,436907.466214738,332947.546263313,569834.157844665,856393.987997687,4257,4131,0,0
