"","mean_ELSA_age","mean_HRS_age","sd_ELSA_age","sd_HRS_age","mean_ELSA_BMI","mean_HRS_BMI","sd_ELSA_BMI","sd_HRS_BMI","mean_ELSA_wealth","mean_HRS_wealth","sd_ELSA_wealth","sd_HRS_wealth","low_SES_ELSA_n","low_SES_HRS_n","female_ELSA_n","female_HRS_n"
"1",66.5659989727786,66.2419106317411,8.36273819383716,10.1845819712928,33.9899226040914,40.3541966879195,3.80973323829236,20.5946362504772,379753.154291379,309020.433576826,499472.329733541,739178.403386832,1771,4720,802,2455
