"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",0.456106786618807,0.24298183652875,1.87712296990907,0.0605012418784457
"age",-0.0344501708883687,0.00376398947530919,-9.15256833589813,5.55957564535731e-20
