"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",1.10687783550276,0.397140923822747,2.78711603137828,0.00531794339275613
"age",-0.051840437370932,0.00623477216259838,-8.31472843256669,9.19626070431818e-17
