"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-3.05758274707111,0.134496261371834,-22.7335891413218,2.08569564890212e-114
"wealth",-6.78793159421802e-07,2.67723619026197e-07,-2.53542500990688,0.0112310971966282
