"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-2.88891654776544,0.0821563276272956,-35.1636524075307,7.19023219777489e-271
"wealth",-2.55447504989366e-07,1.39129123614074e-07,-1.83604624505466,0.0663508174391159
