"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-1.29038833539497,0.471668028390181,-2.73579775970636,0.00622292582428532
"age",-0.0146605265456181,0.00691201011042193,-2.12102215005632,0.033919938461702
