"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-0.903794308109419,0.488079984631243,-1.8517340119822,0.064064027442979
"wealth",-1.27425264098164e-06,2.64879181096023e-07,-4.81069382542263,1.50407267189809e-06
"age",-0.0167662183056735,0.00711146062137433,-2.35763357182639,0.0183918373438302
"sex",0.365141514242407,0.131339769314061,2.780129096841,0.00543372923228206
