"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-1.12204959256263,0.480014152311148,-2.33753439801773,0.0194114145166275
"age",-0.0163972060588028,0.00704981806881912,-2.32590485296728,0.0200236270937305
