"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-0.770608655918313,0.482635909998228,-1.59666663825562,0.110340036028131
"wealth",-1.25582641304434e-06,2.63708456680234e-07,-4.7621772500346,1.9151534842045e-06
"age",-0.0164411871194445,0.00705913817680953,-2.32906435709909,0.0198556565607252
