"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-1.88462212464825,0.0889183727327473,-21.1949686743893,1.0626934538818e-99
"wealth",-1.27760432285138e-06,2.66537899184449e-07,-4.79333080496464,1.64034807057123e-06
