"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-0.00872974609416904,0.495418105639323,-0.0176209670070567,0.985941230020198
"age",-0.0461089277566004,0.00776631013735867,-5.93704435453849,2.90206175927353e-09
