"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-1.25004228551342,0.278063135642752,-4.49553401828657,6.93955619755159e-06
"wealth",3.97048601251227e-07,3.60390776806938e-07,1.10171687735484,0.270584777247823
"ELSA_subset_wealth_gradient[, wealth_gradient_cov1]",-0.888824552477821,0.392861986282678,-2.26243460429455,0.0236705649677648
