"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-4.80715111002941,0.131435669896952,-36.5741743759385,7.36277356077816e-293
"wealth",7.44706409304621e-08,1.48298695917925e-07,0.502166525939495,0.615550387288702
