"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-3.11720915958474,0.990141617843893,-3.14824576950184,0.00164253530357771
"age",-0.018309018506824,0.015218555947051,-1.20307199779831,0.228948460428585
