"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-4.19170145880667,0.175666135976907,-23.8617502200749,7.64722756961394e-126
"wealth",-2.91438416732617e-07,3.17579154160911e-07,-0.917687489604406,0.358782499137136
