"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-3.23992475552386,1.95640417227002,-1.65606105397156,0.0977094553240941
"age",-0.041132918507468,0.0314146292746743,-1.30935552821018,0.1904139482656
