"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-3.18596130261333,0.143959769934389,-22.130914102359,1.5931485889804e-108
"age",0.0323668563701514,0.00210516899376231,15.3749444657676,2.41050007825152e-53
