"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-0.980790737605274,0.0361921581207538,-27.0995372625446,9.97079239446163e-162
"wealth",-4.16738087701407e-07,6.24895854419596e-08,-6.66892066500384,2.57691496904528e-11
