"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-0.819266130435052,0.0369348116857998,-22.1814080820137,5.19280926694116e-109
"wealth",1.76997784203005e-07,5.26538062163763e-08,3.36153826136799,0.00077509617278195
