"","N_ELSA_subset","N_HRS_subset","disability_chi_value_cross_national","disability_pvalue_cross_national","estimate","lower","upper","OR_ELSA","Lower_95_CI_OR_ELSA","Upper_95_CI_OR_ELSA","OR_HRS","Lower_95_CI_OR_HRS","Upper_95_CI_OR_HRS"
"0",2890,386,8.29375706629101,0.00397815988249787,1,NA,NA,0.106709781729992,0.0502218290838589,0.226733628077322,0.035,0.0164723794711036,0.0743669123303611
"1",2890,386,8.29375706629101,0.00397815988249787,3.0488509065712,1.41978635996961,6.54710603833309,0.106709781729992,0.0502218290838589,0.226733628077322,0.035,0.0164723794711036,0.0743669123303611
