"","Total_N_ELSA","mean_age_ELSA","sd_age_ELSA","N_women_ELSA","Total_N_HRS","mean_age_HRS","sd_age_HRS","N_women_HRS"
"1",8671,66.5730596240341,9.03464730839572,4816,7927,67.2776586350448,10.7991543751725,4583
