"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-2.72780401258068,0.0812109928074349,-33.5890982031062,2.42027609206398e-247
"wealth",-3.57159892184258e-07,1.90424838215913e-07,-1.87559509321622,0.0607109007005638
