"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",2.28303276873934,0.678255168670238,3.36603814345473,0.000762561629602515
"age",-0.0822653637568052,0.0107598773210138,-7.64556707316198,2.08026478544765e-14
