"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-0.73776481167497,1.77783704650124,-0.414978871728925,0.67815737018266
"age",-0.0531371190065645,0.0284729440500501,-1.8662319889773,0.0620089153785029
