"","mean_ELSA_age","mean_HRS_age","sd_ELSA_age","sd_HRS_age","mean_ELSA_BMI","mean_HRS_BMI","sd_ELSA_BMI","sd_HRS_BMI","mean_ELSA_wealth","mean_HRS_wealth","sd_ELSA_wealth","sd_HRS_wealth","low_SES_ELSA_n","low_SES_HRS_n","female_ELSA_n","female_HRS_n"
"1",67.5104247104247,68.7995654535578,8.58252868236121,11.3141657950179,27.3079190577769,27.5759326270406,1.36495730430376,1.40215478625308,529710.479844696,448865.585893132,796412.777931344,1121981.78486039,2222,1588,1386,651
