"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-2.14838472123693,0.546121061009167,-3.93389831417043,8.35791532183368e-05
"wealth",5.51759353958574e-07,3.53687744168036e-07,1.56001830161362,0.118755556313003
"data_both_countries[, wealth_gradient_cov1]",-0.00654225290145074,0.008473855424282,-0.772051513022489,0.440083918203077
"data_both_countries[, wealth_gradient_cov2]",-0.011835889104181,0.0204379431726062,-0.579113514712436,0.562512581549527
