"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-1.3426603051409,0.107502768620642,-12.4895416403544,8.5142743369747e-36
"wealth",-1.57029780864002e-06,3.14492385949831e-07,-4.99311868520249,5.94120219422332e-07
