"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-1.41418141085876,0.851262756040752,-1.66127485411926,0.0966582578931895
"wealth",5.23258729177985e-07,6.24633360621436e-07,0.837705383934993,0.402196188921869
"HRS_subset_wealth_gradient[, wealth_gradient_cov1]",-0.0215660172746719,0.0152534716885425,-1.41384320337193,0.157407945268728
"HRS_subset_wealth_gradient[, wealth_gradient_cov2]",-0.0944299482253435,0.0766817494085142,-1.23145271141739,0.218153592711085
