"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",0.17369625905137,0.490618314399483,0.354035416032062,0.723312341750828
"age",-0.0471654958367906,0.00790523250695461,-5.96636415125006,2.42598538332737e-09
