"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-1.25368173877035,0.0529472898673065,-23.6779208513269,6.08893673633e-124
"wealth",2.04526149697202e-07,7.27343907826458e-08,2.81195934270479,0.00492407269751702
