"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",1.08930957834426,0.534272576210909,2.0388648544713,0.0414635174099136
"wealth",-2.51374548719434e-06,3.62826390218023e-07,-6.92823222060508,4.26131846156231e-12
"age",-0.0404834877802879,0.00822081479645405,-4.92451037794331,8.4571840764847e-07
