"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",0.183366442248341,0.414896153645648,0.441957440764682,0.658520003408973
"wealth",-9.57908422200622e-07,2.93649961859643e-07,-3.26207575895575,0.00110599581559201
"age",-0.0405047803707976,0.00660592999376206,-6.13157881010639,8.70112128037458e-10
