"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-0.0492234020549166,1.4647970744103,-0.0336042465641414,0.973192735913873
"age",-0.0713374225202337,0.0233200491218947,-3.05905970211944,0.00222032897351109
