"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-2.37788377599387,0.0799989087370468,-29.7239526580278,3.76577623919949e-194
"wealth",-1.0884168907463e-06,2.96870573954091e-07,-3.6663010289279,0.000246084225606586
