"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",0.10116062357867,0.418726001937036,0.241591453864098,0.809096744789544
"age",-0.0422854616979856,0.00665826402010449,-6.35082381388084,2.14164884791939e-10
