"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-3.16351695472324,0.143412657147434,-22.058840674509,7.85707677052536e-108
"wealth",-1.42761954499795e-06,7.53151057904701e-07,-1.89552883185167,0.0580223757411046
