"","mean_ELSA_age","mean_HRS_age","sd_ELSA_age","sd_HRS_age","mean_ELSA_BMI","mean_HRS_BMI","sd_ELSA_BMI","sd_HRS_BMI","mean_ELSA_wealth","mean_HRS_wealth","sd_ELSA_wealth","sd_HRS_wealth","low_SES_ELSA_n","low_SES_HRS_n","female_ELSA_n","female_HRS_n"
"1",68.6017301038062,70.7020725388601,9.37353364739969,9.79248828757313,29.2717122648082,35.491555334085,5.72328616432319,18.2014821091157,345833.874440874,426604.167860479,499114.89012017,830973.953919172,2662,332,1189,179
