"","mean_ELSA_age","mean_HRS_age","sd_ELSA_age","sd_HRS_age","mean_ELSA_BMI","mean_HRS_BMI","sd_ELSA_BMI","sd_HRS_BMI","mean_ELSA_wealth","mean_HRS_wealth","sd_ELSA_wealth","sd_HRS_wealth","low_SES_ELSA_n","low_SES_HRS_n","female_ELSA_n","female_HRS_n"
"1",66.9497593261131,67.0895471569629,8.7963656525401,10.5465015619764,28.1126784061283,35.6957958201497,4.28076295497337,11.4666480679417,328338.940631736,183106.642451064,225162.641606995,197943.717508967,3324,2937,3324,2937
