"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-0.277464005465272,1.44557645065534,-0.191940042561904,0.847789171115632
"age",-0.0182221966889161,0.0230347053078538,-0.791075746156958,0.428899791438694
