"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-0.937864850285339,0.104761894775093,-8.95234715159349,3.48002551270562e-19
"wealth",-2.70396928444367e-07,4.41673867647451e-07,-0.612209479099635,0.540399170809052
