"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-3.41143544260967,0.314534461791262,-10.8459830543899,2.08383475846108e-27
"wealth",-5.63392478014838e-06,2.49453874311952e-06,-2.25850361943184,0.0239142791770168
