"","mean_ELSA_age","mean_HRS_age","sd_ELSA_age","sd_HRS_age","mean_ELSA_BMI","mean_HRS_BMI","sd_ELSA_BMI","sd_HRS_BMI","mean_ELSA_wealth","mean_HRS_wealth","sd_ELSA_wealth","sd_HRS_wealth","low_SES_ELSA_n","low_SES_HRS_n","female_ELSA_n","female_HRS_n"
"1",62.7558685446009,55.8744769874477,8.09708343843961,4.80931111120335,28.9011231386475,37.2447726263631,5.45760887131171,20.6062135451169,414676.996797,91342.8165902057,449472.437027945,239436.175702996,192,705,96,278
