"","mean_ELSA_age","mean_HRS_age","sd_ELSA_age","sd_HRS_age","mean_ELSA_BMI","mean_HRS_BMI","sd_ELSA_BMI","sd_HRS_BMI","mean_ELSA_wealth","mean_HRS_wealth","sd_ELSA_wealth","sd_HRS_wealth","low_SES_ELSA_n","low_SES_HRS_n","female_ELSA_n","female_HRS_n"
"1",66.8187574198654,67.0015563101302,9.18201302288125,10.8344435984679,28.3319634499534,35.5752709384788,5.06625658801533,17.8954097364229,313643.35296947,172017.99991801,223456.163304987,192810.512100659,7581,7068,3324,2937
