"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-0.412466726253862,0.28953606668496,-1.4245780533541,0.154279207765468
"age",-0.0310610263096749,0.00452326223639811,-6.86695236454143,6.55879583606855e-12
