"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",0.446149100415147,0.24255657755207,1.83936096443054,0.0658621116195814
"age",-0.0343886301521935,0.00375913269746063,-9.14802240831342,5.7985272014853e-20
