"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",1.06225585574654,0.404152279108818,2.6283554755373,0.00857988049213687
"wealth",6.63994757208423e-08,8.2308990116597e-08,0.806709882198559,0.41983364930507
"age",-0.0515478114430397,0.00627698347591676,-8.21219486092578,2.17181441133223e-16
