"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-5.92281346078421,0.299900635285273,-19.7492527988488,8.14134473868373e-87
"wealth",1.83939560855474e-07,1.46959115999989e-07,1.25163763815433,0.210701933259737
