"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-1.11876287551166,0.790817903264782,-1.41469088002814,0.157159149511913
"age",-0.0292590092630185,0.0124553757423627,-2.3491069132105,0.0188185024831476
