"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-0.156721319348449,0.585404746579282,-0.267714466382831,0.788919113595437
"wealth",-3.34453194152074e-08,4.66393861738575e-07,-0.0717104622486526,0.94283232993034
"age",-0.0506462669708339,0.00956922304379869,-5.2926205961575,1.20575905196917e-07
"sex",0.367266660532267,0.166977892834775,2.19949272503804,0.0278429058613232
