"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-0.0178159106842434,0.579012949938387,-0.0307694511601843,0.975453403321745
"wealth",-2.64028140050855e-08,4.65523796967925e-07,-0.0567163573098813,0.954771143740658
"age",-0.0502213308320129,0.00952030556672186,-5.27518055802337,1.32625442763539e-07
