"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-0.376471516508017,0.288311202253354,-1.30578178567336,0.191626775880336
"wealth",-4.46941617552742e-07,1.91387794646676e-07,-2.33526708627291,0.0195294724593265
"age",-0.0300654489343098,0.00451709497745595,-6.65592578512546,2.81522291809511e-11
