"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-0.016210289892865,0.578395504685716,-0.028026306846339,0.977641169555493
"age",-0.0503080150930508,0.00939855659136696,-5.35273843424651,8.66330351944122e-08
