"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",0.732121172269866,0.844514205850938,0.866913981076465,0.385989142476206
"wealth",-3.5636074604744e-08,2.60004902765979e-07,-0.137059240905233,0.890983969403947
"age",-0.0319036843146931,0.0149775175416017,-2.13010495404711,0.0331629494281212
"sex",0.0695429670267089,0.177550684079035,0.391679521751393,0.695295022788611
