"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",0.396111900373801,1.29121109468043,0.306775477693549,0.759014274797027
"wealth",-2.474040207239e-07,4.38177116091982e-07,-0.564621043952384,0.572331548536848
"age",-0.0264625608274699,0.023328210971991,-1.1343587752718,0.256644084073383
"sex",0.333635617463627,0.20148541841495,1.6558797162012,0.0977461800815762
